SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
2166,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191611,SRI YASHWANTHI MEM EM UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2167,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191612,MONTFORT SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
2168,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191615,NAJMUL AMEEN EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2169,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191616,GEETHANJALI EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2170,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191617,SRI SHANTHANIKETHAN EM PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2171,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191618,AKSHARA UP ENG MED SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2172,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191619,TEJA EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2173,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191620,CHANDAMAMA UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2174,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191621,PEACE ISLAMIC EM SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,Urdu,None,None
2175,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191622,SIVA SHIVANI EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
2176,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191624,SRI VIDYA VIGNAN EM UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2177,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191626,FARAAN EM AND ISLAMIC SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2178,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191629,SRI CHAITANYA SCHOOL,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
2179,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191630,SAPTAGIRI VIDYALAYAM UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2180,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700605,MPPS B RACHAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2181,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700606,R.C.M. PS NG PALLE,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
2182,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700607,SV PS NG PALLE,Rural,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
2183,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700608,GAUTHAM PS NG PALLE,Rural,Primary,Pvt.Unaided,Co-education,1,5,Telugu,None,None,None
2184,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700614,GOWTHAM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
2185,2820,KADAPA,282037,RAMAPURAM,NALLAGUTTAPALLE,28203700615,ST PADRE PIO EM UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2186,2820,KADAPA,282040,NANDALUR,NOOKINUNIPALLE,28204000901,MPUPS KUMPINI PURAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2187,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001401,MPPS LEBAKA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2188,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001402,MPPS LEBAKA (HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2189,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001403,MPPS EDIGAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2190,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001405,MPPS CHINTALAKUNTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2191,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001406,MPPS BALAKRISHNAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2192,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001407,MPPS YERRACHERUVU PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2193,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001408,ZPHS LEBAKA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2194,2820,KADAPA,282040,NANDALUR,LEBAKA,28204001409,MPUPS CHENAIAH GARI PALLE,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2195,2820,KADAPA,282040,NANDALUR,LABAKAMANGAMAMBAPURAM,28204001501,MPPS L.M.PURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2196,2820,KADAPA,282040,NANDALUR,NANDALUR,28204001901,MPPS NANDALUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2197,2820,KADAPA,282040,NANDALUR,NANDALUR,28204001902,MPPS DURGAPURAM S T COLONY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2198,2820,KADAPA,282040,NANDALUR,NANDALUR,28204001903,MPPS EDARAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2199,2820,KADAPA,282040,NANDALUR,NANDALUR,28204001904,MPPS NEELI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2200,2820,KADAPA,282032,C.K.DINNE,MAMILLAPALLE,28203201623,MPPSSIVAJI NAGAR (U),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
2201,2820,KADAPA,282032,C.K.DINNE,MAMILLAPALLE,28203201626,MPPS KONNEPALLE HW,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2202,2820,KADAPA,282032,C.K.DINNE,MAMILLAPALLE,28203201630,AMARAVATHI EM HIGH SCHOOL,Rural,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
2203,2820,KADAPA,282032,C.K.DINNE,CHINNAKAMPALLE,28203202201,MPPS CHINNNAKAMAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2204,2820,KADAPA,282032,C.K.DINNE,CHINNAKAMPALLE,28203202202,MPPS MALLEMPAMPU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2205,2820,KADAPA,282032,C.K.DINNE,CHINNAKAMPALLE,28203202203,MPPS VEPAMANUSATRAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2206,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300401,MPPS MACHANUR (MAIN),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2207,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300402,MPPS MACHANUR AA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2208,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300404,MPPS YARASUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2209,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300405,MPPS M. BUDDAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2210,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300406,MPPS ARAVETIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2211,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300408,ZPHS M.CHOWTAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2212,2820,KADAPA,282033,PENDLIMARRY,MACHANUR,28203300409,MPPSM.CHOWTA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2213,2820,KADAPA,282033,PENDLIMARRY,MOILLAKALAVA,28203300901,MPPS MOILLAKALVA TELUGU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2214,2820,KADAPA,282033,PENDLIMARRY,MOILLAKALAVA,28203300902,MPPS MOILLAKALVA (URDU),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
2215,2820,KADAPA,282033,PENDLIMARRY,MOILLAKALAVA,28203300903,MPPS GANGULAIAHGARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2216,2820,KADAPA,282033,PENDLIMARRY,CHEEMALAPENTA,28203302205,MPPS GCPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2217,2820,KADAPA,282033,PENDLIMARRY,CHEEMALAPENTA,28203302206,ZPHS GURRALA CHINTHALA PALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2218,2820,KADAPA,282033,PENDLIMARRY,CHEEMALAPENTA,28203302201,MPPS CHEEMALAPENTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,Hindi,None,None
2219,2820,KADAPA,282033,PENDLIMARRY,CHEEMALAPENTA,28203302202,MPPS BAREDDYVANDLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2220,2820,KADAPA,282033,PENDLIMARRY,CHEEMALAPENTA,28203302204,MPPS CHEEMALAPENTA (HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2221,2820,KADAPA,282019,LINGALA,KOMMANUTHALA,28201900103,MPPS K.CHERLAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2222,2820,KADAPA,282019,LINGALA,KOMMANUTHALA,28201900104,MPUPS TATIREDDIPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2223,2820,KADAPA,282019,LINGALA,KOMMANUTHALA,28201900105,ZPHS KOMMA NUTHALA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2224,2820,KADAPA,282020,PULIVENDLA,YERRAM REDDIPALLI,28202000101,S H H S E S Y.REDDY PALLE,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
2225,2820,KADAPA,282020,PULIVENDLA,PULIVENDULA,28202002203,BHASHYAM PUBLIC EM HS,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2226,2820,KADAPA,282020,PULIVENDLA,PULIVENDULA,28202002205,SADHANA UP EM SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2227,2820,KADAPA,282020,PULIVENDLA,PULIVENDULA,28202002208,NARAYANA EM HS PDL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2228,2820,KADAPA,282020,PULIVENDLA,PULIVENDULA,28202002209,RISHI VIDYANIKETHAN EM PS PDL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2229,2820,KADAPA,282020,PULIVENDLA,PULIVENDULA,28202002210,RISHI VIDYANIKETHAN EM HS PDL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2230,2820,KADAPA,282021,VEMULA,GOLLALAGUDUR,28202100301,MPPS K.GOLLALA GUDURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2231,2820,KADAPA,282021,VEMULA,GOLLALAGUDUR,28202100302,RCMPS GOLLALAGUDUR,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
2232,2820,KADAPA,282021,VEMULA,GOLLALAGUDUR,28202100303,ZPHS K.GOLLA GUDUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2233,2820,KADAPA,282021,VEMULA,NALLACHERUVUPALLE,28202100401,MPPS NALLACHERUVUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2234,2820,KADAPA,282021,VEMULA,NALLACHERUVUPALLE,28202100402,MPPS KONDREDDI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2235,2820,KADAPA,282021,VEMULA,NALLACHERUVUPALLE,28202100404,MPPS NALLACHERUVU PALLI(HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2236,2820,KADAPA,282021,VEMULA,NALLACHERUVUPALLE,28202100405,ZPHS NALLACHERUVUPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2237,2820,KADAPA,282021,VEMULA,PENDLURU,28202100501,MPPS PENDLURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2238,2820,KADAPA,282022,THONDUR,MALLELA,28202200403,MPPS MALLELA (VIL),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2239,2820,KADAPA,282022,THONDUR,MALLELA,28202200404,ZPHS MALLELA (VIL),Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2240,2820,KADAPA,282022,THONDUR,UDAVAGANDLA,28202200501,MPPS UDAVAGANDLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2241,2820,KADAPA,282022,THONDUR,AGADUR,28202200601,MPPS AGADUR (VILL),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2242,2820,KADAPA,282018,SIMHADRIPURAM,HIMAKUNTLA,28201801502,ZPHS HIMAKUNTLA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2243,2820,KADAPA,282019,LINGALA,VELIDANDLA,28201900201,MPPS VELIDANDLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2244,2820,KADAPA,282019,LINGALA,VELIDANDLA,28201900202,MPPS KARNA PAPAYA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2245,2820,KADAPA,282019,LINGALA,VELIDANDLA,28201900203,ZPHS VELIDENDLA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
2246,2820,KADAPA,282019,LINGALA,KAMASAMUDRAM,28201900403,MPPS INTIOBAYYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2247,2820,KADAPA,282019,LINGALA,KAMASAMUDRAM,28201900405,MPUPS KAMASMUDRAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
2248,2820,KADAPA,282019,LINGALA,MURARICHINTALA,28201900901,MPPS DIGUVAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2249,2820,KADAPA,282019,LINGALA,MURARICHINTALA,28201900902,MPUPS MURARICINTALA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2250,2820,KADAPA,282019,LINGALA,CHINNAKUDALA,28201901201,MPPS CHINNAKUDALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2251,2820,KADAPA,282019,LINGALA,AMBAKAPALLE,28201901701,MPPS AMBAKAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2252,2820,KADAPA,282020,PULIVENDLA,ULIMELLA,28202000701,MPPS YERRIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2253,2820,KADAPA,282020,PULIVENDLA,ULIMELLA,28202000702,MPPS ULIMELLA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2254,2820,KADAPA,282020,PULIVENDLA,ULIMELLA,28202000703,VISHWA RUPA UPPER PRIMARY EM SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2255,2820,KADAPA,282020,PULIVENDLA,PEDDARNGAPURAM,28202000901,MPUPS PEDDARANGAPURAM,Urban,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
2256,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001401,MPPS A A C COLONY,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2257,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001402,MPPS NAGARIGUTTA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2258,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001403,MPPS JANDAMAN STREET,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
2259,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001404,MPPS M M COLONY,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2260,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001406,GOVT PS PULIVENDULA,Urban,Primary,State Govt.,Co-education,1,5,Telugu,None,None,None
2261,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001407,MPPS ANKALAMMAPETA,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2262,2820,KADAPA,282020,PULIVENDLA,"PAULREDDY MEMORIAL,PDL",28202001408,A.H D. PS PVL,Urban,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
2263,2820,KADAPA,282043,KODUR,KODUR,28204300924,MPPS KODUR (A.W.),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2264,2820,KADAPA,282043,KODUR,KODUR,28204300925,MPPS PATIMEEDAPALEM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2265,2820,KADAPA,282043,KODUR,KODUR,28204300926,MPPS GURRAPPA PALEM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2266,2820,KADAPA,282043,KODUR,KODUR,28204300927,MPPS KANNEGUNTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2267,2820,KADAPA,282043,KODUR,KODUR,28204300928,S.A.L.C AIDED PS KODUR,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
2268,2820,KADAPA,282043,KODUR,KODUR,28204300930,SILVER BELLPS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2269,2820,KADAPA,282043,KODUR,KODUR,28204300931,ST MARRY PS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2270,2820,KADAPA,282043,KODUR,KODUR,28204300932,VICTORY PS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2271,2820,KADAPA,282043,KODUR,KODUR,28204300933,NARAYANA SCHOOL PS,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2272,2820,KADAPA,282043,KODUR,KODUR,28204300934,DOLPHIN PS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2273,2820,KADAPA,282043,KODUR,KODUR,28204300935,THULASI PS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2274,2820,KADAPA,282043,KODUR,KODUR,28204300936,ADARSHAVIDYA PS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2275,2820,KADAPA,282043,KODUR,KODUR,28204300937,MPUPS GANARAJUPODU (V),Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
2276,2820,KADAPA,282043,KODUR,KODUR,28204300938,MOTHER LAND UPS KODUR,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2277,2820,KADAPA,282043,KODUR,KODUR,28204300939,GBV UPS KODUR,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
2278,2820,KADAPA,282043,KODUR,KODUR,28204300940,KEERTHAN UPS KODUR,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2279,2820,KADAPA,282043,KODUR,KODUR,28204300941,RAYALASEEMA WISDOM ACADAMY,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2280,2820,KADAPA,282043,KODUR,KODUR,28204300945,ZPHS V.P.R. KANDRIKA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
2281,2820,KADAPA,282043,KODUR,KODUR,28204300946,GOVT HS KODUR,Rural,Upper Pr. and Secondary,State Govt.,Co-education,6,10,Telugu,English,None,None
2282,2820,KADAPA,282043,KODUR,KODUR,28204300947,H.M.M.HS KODUR,Rural,Upper Pr. and Secondary,Pvt.Aided,Co-education,6,10,Telugu,None,None,None
2283,2820,KADAPA,282043,KODUR,KODUR,28204300948,SB HS KODUR,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2284,2820,KADAPA,282043,KODUR,KODUR,28204300949,ST. MARYS HS KODUR,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2285,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191631,USHODAYA SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,Telugu,None,None
2286,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191634,VIVEKANANDA VIDYANIKETAN,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2287,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191640,JAMIA UMME AMAN MADARASA,Urban,Primary with Upper Primary,Madarsa unrecognized,Co-education,1,7,Urdu,None,None,None
2288,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191641,MADARASA-E-ANWARUL ULOOM,Urban,Primary,Madarsa unrecognized,Co-education,1,5,Urdu,None,None,None
2289,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191651,TEJA HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,8,10,English,None,None,None
2290,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191652,VISION ENG MED SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2291,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191653,VISION ENG PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2292,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191656,GURUKULAM PRIMARY SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
2293,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191662,GURUKULAM HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2294,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191663,GEMS NATIONAL HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2295,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191664,GEMS NATIONAL HIGH SCHOOL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,Telugu,None,None
2296,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191665,SRI SAI RAM EM UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2297,2820,KADAPA,282031,CUDDAPAH,MARIA PURAM,28203191669,MADRASA-E-ANWAR-UL-QURAN,Urban,Primary with Upper Primary,Madarsa unrecognized,Co-education,1,8,Urdu,None,None,None
2298,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192201,SIVA SHIVAANI EM HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2299,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192202,KESHAVA REDDY EM HIGH SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2300,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192204,SRI CHAITANYA EM UP SCHOOL516,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
2301,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192207,PEACE ISLAMIC SCHOOL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2302,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192209,MADARASA E QUBA,Urban,Primary with Upper Primary,Madarsa unrecognized,Co-education,1,8,Urdu,None,None,None
2303,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192210,GOOD ENGLISH MEDIUM UPPER PRIMARY SCHOOL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,Telugu,English,None,None
2304,2820,KADAPA,282031,CUDDAPAH,CUDDAPAH (M)-4,28203192211,NARAYANA EM HIGH SCHOOL NGO COLONY,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
2305,2820,KADAPA,282026,VALLUR,TAPPETLA,28202600102,MPPS PULLAREDDIPET,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
2306,2820,KADAPA,282026,VALLUR,TAPPETLA,28202600104,MPPSPULLAREDDYPET (H/W ),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
